,age,marital,education,default,balance,loan,day,month,duration,campaign,pdays,previous,job,housing
444,46,1,2,0,665,0,30,1,89,4,235,2,8,0
445,41,1,1,1,720,1,24,7,651,1,-1,0,8,0
446,33,1,1,0,43,0,14,5,332,2,358,2,8,1
447,58,1,3,0,1517,0,29,7,7,5,-1,0,4,1
448,53,3,1,0,2398,0,2,8,317,1,180,2,1,1
449,48,1,3,0,810,0,6,6,383,1,-1,0,6,0
450,40,1,1,0,167,1,8,5,380,4,295,1,9,1
451,28,1,1,0,373,0,14,5,10,9,344,1,8,1
452,27,3,1,0,-124,0,18,7,217,1,-1,0,12,0
453,45,1,1,0,128,1,18,11,275,2,-1,0,6,0
454,50,1,1,0,2320,0,7,4,310,1,-1,0,8,1
455,40,1,3,0,35,0,3,7,318,4,317,3,12,0
456,26,3,1,0,209,0,22,7,319,2,-1,0,12,1
457,32,3,1,0,33,0,18,5,125,1,368,4,8,1
458,34,1,3,0,2892,1,30,7,1165,7,-1,0,4,1
459,26,3,1,0,668,0,28,5,576,3,-1,0,11,1
460,54,1,3,0,1544,1,5,2,85,7,196,3,6,0
461,31,3,1,0,-219,0,30,5,66,2,-1,0,8,1
462,35,1,3,0,4286,0,9,5,357,1,-1,0,4,1
463,35,1,1,0,670,0,9,7,378,1,-1,0,9,0
464,54,1,1,0,1291,0,5,5,266,1,-1,0,8,1
465,30,3,1,0,0,0,19,11,661,1,-1,0,7,1
466,27,3,3,1,0,1,8,7,46,1,-1,0,4,0
467,38,1,1,0,821,1,17,11,224,2,180,1,11,1
468,35,2,1,0,3636,1,21,11,808,2,-1,0,1,0
469,47,1,3,0,286,0,22,8,557,7,-1,0,4,0
470,54,1,3,0,3,1,8,7,443,1,-1,0,4,0
471,47,1,1,0,405,1,8,8,994,2,-1,0,12,0
472,33,3,3,0,9449,0,8,5,428,1,-1,0,4,1
473,38,3,3,0,493,0,11,5,553,1,367,7,4,1
474,27,1,1,0,818,0,3,6,188,5,-1,0,8,1
475,41,1,1,0,1309,0,20,6,28,4,-1,0,7,0
476,45,3,2,0,1893,0,3,6,1259,6,-1,0,12,1
477,59,1,2,0,0,0,28,7,97,2,-1,0,9,1
478,33,1,1,0,4040,0,20,4,132,2,-1,0,4,1
479,31,3,1,0,747,0,26,5,543,2,-1,0,1,1
480,53,1,1,0,0,0,31,7,36,4,-1,0,8,0
481,41,1,3,0,10758,0,1,6,288,1,-1,0,4,1
482,31,3,3,0,1957,0,4,2,112,3,-1,0,6,0
483,38,2,1,0,410,0,11,8,63,6,-1,0,11,0
484,38,3,1,0,-23,0,20,11,48,2,-1,0,1,0
485,58,2,3,0,1382,0,9,6,700,1,-1,0,9,0
486,23,3,1,0,9216,0,5,6,471,2,-1,0,7,0
487,40,1,2,0,33,0,26,5,70,3,-1,0,12,0
488,33,3,1,0,3975,1,17,4,515,1,150,1,8,1
489,45,1,2,0,0,0,23,5,574,5,-1,0,8,0
490,21,3,1,0,1903,0,29,5,107,2,-1,0,12,1
491,40,3,1,0,65,0,15,5,15,3,-1,0,12,1
492,33,3,1,0,358,0,7,5,302,1,356,3,12,1
493,36,1,3,0,9,0,11,8,386,4,-1,0,4,0
494,40,1,1,0,-342,0,26,5,754,1,-1,0,12,1
495,26,1,1,0,245,0,26,5,16,11,-1,0,8,1
496,47,1,3,0,3681,0,14,8,101,2,-1,0,4,0
497,57,1,1,0,3071,1,7,5,63,3,-1,0,11,1
498,46,1,1,0,3098,0,21,11,192,9,-1,0,1,1
499,38,3,1,0,-242,0,18,5,1173,3,278,6,11,1
500,35,2,1,0,473,1,26,5,434,4,-1,0,11,1
501,40,1,3,0,1729,0,12,5,85,1,-1,0,6,1
502,30,3,3,0,261,0,19,10,233,1,137,20,1,0
503,51,2,2,0,10924,0,6,5,106,2,-1,0,9,0
504,58,2,2,0,2538,0,31,7,307,6,-1,0,10,1
505,54,1,2,0,1691,0,20,11,186,1,-1,0,4,1
506,28,3,1,1,-298,0,3,6,559,7,-1,0,11,1
507,57,1,2,0,1052,0,13,5,227,4,-1,0,4,1
508,35,3,3,0,71,0,21,5,836,12,-1,0,4,1
509,41,1,1,0,-256,0,3,6,147,2,-1,0,8,1
510,56,2,2,0,1770,0,5,2,916,3,-1,0,3,0
511,35,1,3,0,552,1,19,11,314,2,124,1,4,1
512,27,3,1,0,261,1,18,5,113,1,-1,0,12,1
513,45,2,1,0,809,0,13,5,155,2,363,4,11,1
514,40,3,3,0,226,0,15,1,176,2,-1,0,11,0
515,29,1,3,0,20,0,12,5,418,1,-1,0,4,1
516,44,3,2,0,4232,0,16,6,227,1,-1,0,3,0
517,42,1,3,0,2187,0,17,11,525,3,-1,0,4,1
518,58,1,1,0,7495,0,13,5,325,1,-1,0,11,1
519,32,3,3,0,259,0,22,7,407,4,-1,0,11,0
520,31,3,2,0,-280,0,21,5,281,3,-1,0,8,0
521,31,2,1,0,1210,0,16,7,350,1,-1,0,1,0
522,62,1,3,0,1859,0,6,8,245,3,-1,0,4,0
523,34,1,3,0,2552,1,25,9,74,1,-1,0,1,1
524,28,1,1,0,1325,0,15,5,242,1,-1,0,8,1
525,46,2,2,0,1712,0,19,6,110,1,-1,0,8,0
526,46,1,2,0,0,0,12,5,51,9,-1,0,8,1
527,38,1,1,0,-762,1,30,5,408,2,-1,0,12,1
528,59,2,2,0,133,0,9,7,206,1,-1,0,4,1
529,27,3,1,0,0,0,7,5,388,7,-1,0,12,1
530,32,1,1,0,-33,0,28,5,234,3,-1,0,9,1
531,56,1,1,0,1333,0,28,8,17,14,-1,0,10,0
532,63,1,1,0,3904,0,4,8,250,2,187,2,6,0
533,28,3,1,0,89,1,6,2,172,2,-1,0,1,1
534,30,3,3,0,604,1,2,2,475,1,-1,0,4,0
535,39,3,1,0,163,0,30,1,107,2,-1,0,1,1
536,46,1,2,0,67,0,24,6,9,1,-1,0,8,0
537,57,1,2,0,5431,1,6,5,383,1,-1,0,8,1
538,30,3,1,0,20,0,20,4,404,6,340,1,12,1
539,46,1,3,0,1148,0,29,7,104,2,-1,0,9,0
540,48,1,3,1,-13,0,15,5,20,6,291,2,4,1
541,53,1,1,0,1278,0,15,7,174,3,-1,0,10,1
542,36,1,3,0,495,0,5,8,157,3,97,2,4,0
543,51,2,1,0,1679,0,12,8,417,1,365,9,10,0
544,35,1,1,0,725,0,20,11,219,7,133,1,1,1
545,40,1,2,0,2077,0,13,5,363,1,173,24,9,1
546,38,3,3,0,427,0,6,5,17,3,169,2,4,1
547,58,1,1,0,11,0,11,8,270,1,-1,0,10,0
548,28,3,1,0,28,0,29,1,220,2,-1,0,7,0
549,33,2,3,0,39,0,19,8,123,5,-1,0,11,0
550,35,1,3,0,8647,0,19,11,140,2,-1,0,9,0
551,45,2,2,0,3854,0,20,6,10,3,-1,0,12,1
552,44,2,1,0,221,0,30,7,149,13,-1,0,8,0
553,45,3,1,0,0,0,26,4,1472,1,192,4,8,1
554,33,3,3,0,125,0,29,8,66,2,-1,0,11,0
555,30,1,3,0,944,0,29,10,251,2,-1,0,4,0
556,45,2,3,0,959,0,18,6,74,1,-1,0,4,0
557,50,1,1,0,0,0,4,8,86,4,-1,0,1,0
558,49,2,1,0,3250,0,16,6,32,3,-1,0,12,0
559,52,1,1,0,2347,1,12,8,603,3,-1,0,1,0
560,57,1,1,0,295,0,19,8,151,11,-1,0,11,0
561,32,1,1,0,1031,0,17,7,84,1,-1,0,1,1
562,56,1,2,0,379,0,13,8,58,5,-1,0,8,0
563,40,1,1,0,168,0,7,5,249,2,169,1,1,1
564,35,3,1,0,1810,0,25,5,65,2,-1,0,1,1
565,31,3,1,0,0,0,28,5,231,2,-1,0,12,1
566,32,3,1,0,678,0,4,2,1579,1,246,4,1,1
567,33,3,3,0,316,0,21,8,126,3,-1,0,11,0
568,35,1,3,0,365,0,21,11,168,2,-1,0,4,0
569,33,2,1,0,9,0,21,8,91,2,-1,0,11,0
570,45,1,3,0,0,0,29,7,100,3,-1,0,6,1
571,33,1,3,0,302,1,16,4,670,1,-1,0,3,1
572,34,3,1,0,16,0,13,8,990,1,-1,0,11,0
573,34,1,1,0,393,0,5,5,11,9,-1,0,8,1
574,34,1,3,0,412,1,8,7,164,1,-1,0,6,1
575,43,2,1,0,167,0,4,8,211,3,-1,0,11,0
576,40,1,2,0,-335,0,27,5,260,1,-1,0,8,1
577,50,1,1,0,669,0,2,6,88,1,-1,0,11,1
578,48,1,3,0,0,0,26,8,60,5,-1,0,4,0
579,39,3,3,0,3797,0,2,6,96,2,-1,0,4,0
580,36,1,3,0,629,1,29,12,109,1,246,1,11,1
581,42,3,3,0,308,0,30,1,114,2,-1,0,10,0
582,44,1,1,0,304,0,12,5,129,2,-1,0,3,1
583,25,3,3,0,468,0,15,5,147,1,-1,0,11,1
584,37,1,2,0,378,0,9,5,514,1,-1,0,8,1
585,46,3,1,0,751,0,13,5,104,2,-1,0,1,1
586,47,1,1,0,310,1,14,8,128,6,-1,0,1,1
587,44,1,3,0,7635,0,21,8,719,5,-1,0,4,0
588,33,1,1,0,-241,1,27,5,169,1,-1,0,8,1
589,58,1,2,0,0,0,4,8,506,1,-1,0,10,0
590,33,3,2,0,4897,0,20,5,151,1,-1,0,4,1
591,57,1,1,0,14093,0,11,8,231,5,-1,0,8,0
592,28,1,1,0,4287,0,30,4,171,1,-1,0,8,0
593,33,1,3,0,3696,0,19,11,305,1,182,3,4,0
594,47,1,2,0,168,0,30,1,66,1,241,1,3,1
595,55,2,3,0,1983,0,19,11,123,1,-1,0,12,1
596,66,3,1,0,10177,0,5,5,272,4,-1,0,1,0
597,30,3,1,0,3485,0,2,2,142,2,-1,0,12,0
598,35,1,1,0,0,0,7,5,326,1,-1,0,1,0
599,54,1,1,0,2059,0,25,8,177,4,-1,0,8,1
600,38,3,1,0,4366,0,29,7,188,2,-1,0,11,1
601,70,1,1,0,616,0,27,4,149,2,182,1,10,0
602,32,3,3,0,1160,1,11,6,450,2,-1,0,4,1
603,43,3,1,0,-228,1,16,5,122,2,-1,0,4,1
604,26,3,1,0,179,0,30,7,103,3,-1,0,8,0
605,46,3,1,0,324,0,30,5,293,6,-1,0,8,1
606,34,1,3,0,263,0,4,5,203,1,78,8,9,0
607,47,2,3,0,477,0,7,5,973,1,366,1,11,1
608,44,1,3,0,795,0,28,8,99,24,-1,0,4,0
609,51,1,1,0,260,0,27,8,316,5,-1,0,5,0
610,28,3,1,0,-427,1,21,5,965,2,-1,0,12,1
611,64,1,3,0,846,0,11,2,671,1,181,3,10,0
612,32,3,2,0,882,1,29,7,80,8,-1,0,8,0
613,47,1,1,0,1233,0,11,9,91,1,100,2,11,1
614,50,1,2,0,0,0,20,6,179,2,-1,0,5,0
615,37,1,1,0,0,1,31,7,187,2,-1,0,12,1
616,27,1,1,0,100,0,16,7,57,2,-1,0,12,0
617,34,3,3,0,144,1,14,10,104,1,85,19,11,1
618,53,2,1,0,0,1,30,4,586,2,-1,0,1,1
619,37,1,1,0,1123,1,28,5,138,1,-1,0,1,0
620,32,1,1,0,150,0,5,2,210,1,-1,0,8,0
621,37,1,3,0,347,0,22,7,282,1,-1,0,4,1
622,49,1,1,0,1091,0,30,7,47,2,-1,0,11,0
623,59,1,2,0,46,0,14,8,78,2,-1,0,10,0
624,33,2,1,1,10,1,18,11,167,5,-1,0,11,1
625,36,3,3,0,1283,0,18,8,92,5,-1,0,4,0
626,25,3,3,0,2506,0,17,2,485,1,-1,0,4,0
627,53,2,1,0,4554,0,5,2,8,6,-1,0,12,0
628,32,3,1,0,118,0,17,7,1275,1,-1,0,8,1
629,36,3,1,0,760,0,20,6,9,13,-1,0,12,0
630,47,2,3,0,447,1,7,5,126,1,-1,0,4,0
631,31,3,1,0,1306,0,28,5,217,5,-1,0,1,1
632,71,2,3,0,261,0,12,8,1117,2,-1,0,10,0
633,46,2,3,0,225,0,14,5,201,1,345,1,4,1
634,50,1,2,0,8139,0,18,8,256,6,-1,0,8,1
635,41,1,3,0,5883,0,20,11,182,2,-1,0,4,0
636,60,1,1,0,725,0,8,7,266,1,-1,0,4,1
637,49,1,1,0,823,0,8,8,780,4,-1,0,12,0
638,41,3,1,0,400,0,4,6,99,6,-1,0,1,1
639,48,1,1,0,340,0,28,1,255,2,-1,0,11,1
640,23,3,1,0,500,0,4,6,111,3,-1,0,12,1
641,30,3,1,0,363,0,28,7,171,3,-1,0,8,0
642,32,1,1,0,167,1,8,8,79,3,-1,0,11,1
643,34,1,1,0,0,0,30,10,154,1,-1,0,5,1
644,35,1,1,0,603,0,17,4,474,2,-1,0,8,1
645,33,1,1,0,-163,1,8,8,502,2,-1,0,11,1
646,50,1,1,0,-568,1,28,5,860,2,-1,0,11,1
647,37,1,3,0,0,0,17,11,65,2,119,1,1,1
648,50,1,3,0,3463,1,28,10,96,1,-1,0,4,0
649,42,1,2,0,-119,0,22,7,167,3,-1,0,8,1
650,60,1,3,0,225,0,19,8,54,2,-1,0,10,0
651,35,1,1,0,94,1,14,5,208,5,-1,0,11,1
652,41,1,3,0,666,0,21,5,253,3,-1,0,4,1
653,38,1,1,0,3732,0,21,5,379,2,-1,0,1,1
654,45,1,2,0,1291,0,28,8,189,17,-1,0,8,1
655,63,1,3,0,133,0,13,2,104,2,-1,0,10,1
656,40,3,3,0,36,0,27,5,240,3,-1,0,4,1
657,34,3,1,0,179,0,19,8,294,3,-1,0,11,0
658,27,3,1,0,468,0,13,5,109,1,-1,0,12,1
659,42,2,1,0,1811,0,14,5,150,1,-1,0,1,1
660,56,2,2,1,1238,0,5,6,1558,1,-1,0,5,0
661,46,1,1,0,494,0,26,5,724,1,-1,0,8,1
662,43,1,2,0,778,1,15,5,284,5,-1,0,8,1
663,52,1,1,0,64,0,29,8,20,2,-1,0,11,0
664,52,1,1,0,424,0,19,11,143,1,154,3,10,0
665,32,1,1,0,687,0,20,8,161,4,-1,0,11,0
666,44,1,3,0,460,0,17,6,491,1,-1,0,5,0
667,31,3,1,0,360,0,26,5,592,4,-1,0,9,1
668,51,1,1,0,3180,0,9,7,384,1,-1,0,4,1
669,41,1,3,0,251,1,6,6,85,3,-1,0,4,0
670,47,1,1,0,3333,1,29,7,114,2,-1,0,12,1
671,40,1,3,0,8969,0,17,11,153,1,-1,0,4,1
672,59,1,3,0,1881,0,19,11,456,2,-1,0,4,0
673,38,1,2,0,-363,0,12,6,340,2,-1,0,3,0
674,51,1,2,0,1466,0,7,5,406,2,-1,0,8,1
675,43,1,1,0,59,0,13,5,437,2,-1,0,6,0
676,57,3,2,0,3777,0,13,5,65,2,-1,0,12,1
677,30,1,1,0,1772,0,13,4,158,4,-1,0,9,1
678,49,3,1,0,-97,0,6,6,92,2,-1,0,11,1
679,33,3,1,0,-416,0,16,5,767,2,-1,0,8,1
680,33,1,1,0,58,0,29,8,57,2,-1,0,11,1
681,31,1,1,0,-230,1,16,7,715,1,-1,0,12,1
682,48,1,1,0,1152,0,21,7,168,5,-1,0,11,1
683,52,2,1,0,204,0,7,8,134,2,-1,0,11,0
684,49,1,1,0,5996,0,21,11,345,2,-1,0,11,0
685,36,1,3,0,23,0,26,8,133,11,-1,0,4,0
686,47,1,3,0,6637,0,17,4,174,2,-1,0,4,1
687,38,1,2,0,1147,1,8,5,249,5,-1,0,3,1
688,49,1,2,0,305,1,10,7,834,10,-1,0,8,1
689,41,1,1,0,21515,0,5,6,87,1,-1,0,1,1
690,29,3,3,0,828,0,16,4,215,3,321,3,11,1
691,34,1,3,0,37,0,6,2,45,1,-1,0,1,0
692,49,1,2,0,-384,0,27,5,25,1,-1,0,3,1
693,56,1,3,0,15520,0,18,11,420,1,-1,0,4,0
694,28,3,1,0,2700,0,3,2,337,4,-1,0,8,0
695,48,1,3,0,60,0,7,5,376,2,339,7,4,0
696,34,3,1,0,10,1,18,11,162,1,173,3,1,0
697,44,1,1,0,878,0,2,6,130,1,-1,0,8,1
698,47,2,1,0,1139,0,11,7,106,2,-1,0,1,1
699,42,1,2,0,2111,0,7,5,86,2,-1,0,8,1
700,36,1,1,0,474,0,27,5,59,1,-1,0,11,1
701,39,1,2,0,694,0,21,11,44,1,-1,0,8,1
702,27,3,3,0,-148,0,11,9,146,3,224,1,7,1
703,53,1,2,0,27,0,10,9,230,3,-1,0,6,1
704,32,3,3,0,473,0,11,5,72,2,361,1,4,1
705,26,3,3,0,3672,0,29,5,360,5,-1,0,1,1
706,49,1,1,0,14440,0,21,11,60,1,-1,0,1,1
707,21,3,1,0,681,0,20,8,6,1,-1,0,7,0
708,42,1,1,0,130,0,29,5,285,1,-1,0,8,1
709,58,1,1,0,610,0,29,7,246,2,-1,0,3,1
710,38,1,1,0,226,0,30,5,762,3,-1,0,11,1
711,28,3,2,0,0,1,3,6,380,4,-1,0,8,1
712,27,1,1,1,-584,0,7,5,411,2,-1,0,8,1
713,48,1,1,0,2294,0,26,5,251,11,-1,0,4,1
714,32,1,3,0,357,0,18,11,175,2,-1,0,5,1
715,52,2,2,0,278,0,7,5,688,2,-1,0,6,1
716,57,1,1,0,839,1,5,5,225,1,-1,0,11,0
717,29,3,3,0,5980,0,28,5,317,1,-1,0,4,1
718,55,1,3,0,540,0,19,11,124,2,-1,0,4,0
719,58,1,3,0,3228,0,19,8,58,2,-1,0,4,0
720,26,3,1,0,1700,0,7,5,13,5,-1,0,12,1
721,31,1,1,0,660,0,22,6,115,1,-1,0,11,0
722,47,1,2,0,0,0,10,8,1225,2,-1,0,5,0
723,41,2,3,0,3355,0,14,10,181,2,500,1,4,0
724,46,1,1,0,123,0,20,8,381,3,-1,0,8,0
725,38,3,1,0,2543,0,10,8,223,1,414,4,6,0
726,44,3,1,0,244,0,12,8,1735,4,-1,0,11,1
727,49,2,3,0,755,0,31,7,1212,4,-1,0,4,0
728,39,1,2,0,1601,0,23,5,201,2,-1,0,12,1
729,34,1,3,0,1906,0,14,7,68,3,-1,0,4,1
730,30,1,2,0,-336,0,10,7,128,6,-1,0,8,0
731,48,1,2,1,-583,0,2,6,25,7,-1,0,12,1
732,34,3,3,0,0,0,21,8,191,2,-1,0,4,0
733,60,1,1,0,3043,0,19,8,235,3,-1,0,1,0
734,44,1,3,0,134,0,28,8,86,4,-1,0,9,0
735,34,1,3,0,0,0,26,5,141,1,188,1,5,0
736,70,1,1,0,2815,0,26,4,125,2,182,1,10,0
737,57,1,1,0,2887,0,21,8,819,10,-1,0,8,0
738,51,2,1,0,343,0,30,5,78,2,-1,0,10,1
739,63,1,1,0,2747,0,11,9,113,1,80,1,10,0
740,51,2,3,0,0,0,13,8,60,2,-1,0,4,0
741,34,1,3,0,20,0,4,10,10,1,-1,0,8,0
742,53,1,3,0,431,0,11,6,74,1,-1,0,11,1
743,49,1,2,0,489,0,27,5,84,4,-1,0,9,1
744,47,1,1,0,480,0,28,5,211,2,-1,0,8,1
745,38,3,3,0,25,0,1,6,232,2,-1,0,11,1
746,32,3,1,0,230,0,18,5,442,1,266,8,11,1
747,52,1,2,0,2,0,9,6,70,3,-1,0,8,0
748,36,1,3,0,0,0,22,8,147,2,-1,0,11,0
749,35,1,3,0,24,0,8,4,169,1,231,2,4,1
750,51,3,3,0,16,0,30,1,158,1,-1,0,1,1
751,32,3,1,0,-402,0,17,4,135,1,-1,0,12,1
752,31,1,1,0,251,1,29,8,156,2,-1,0,11,0
753,35,3,3,0,252,0,8,8,89,2,-1,0,4,1
754,31,1,1,0,88,1,8,8,189,2,-1,0,1,1
755,38,1,3,0,605,0,18,11,147,2,-1,0,1,0
756,34,3,1,0,524,0,13,8,9,1,-1,0,4,0
757,47,1,1,0,-75,0,4,2,57,1,247,1,11,1
758,47,1,1,0,826,0,18,11,195,3,112,8,11,1
759,35,3,1,0,81,0,29,1,79,1,-1,0,4,1
760,37,1,3,0,393,0,14,5,567,3,275,4,4,1
761,84,2,2,0,639,0,18,5,353,3,-1,0,10,0
762,52,2,2,0,-97,1,9,5,167,4,-1,0,8,1
763,36,3,1,0,1482,0,18,11,177,2,174,1,12,1
764,37,1,3,0,489,0,7,8,205,5,-1,0,4,1
765,59,1,1,0,1,0,15,4,159,2,378,3,11,0
766,45,2,1,0,1269,0,29,1,549,2,-1,0,8,1
767,41,3,1,0,748,0,21,11,94,7,130,3,1,0
768,36,3,3,0,1830,0,14,10,183,1,91,11,8,0
769,24,3,1,0,119,0,15,9,51,1,-1,0,3,0
770,49,3,3,0,151,0,8,7,97,3,-1,0,4,1
771,29,1,1,0,11417,0,28,5,272,2,-1,0,12,1
772,49,1,1,0,12531,0,13,8,77,8,-1,0,11,0
773,57,1,3,0,3,0,4,8,142,2,-1,0,5,0
774,42,1,1,0,4209,0,5,6,57,6,-1,0,1,1
775,30,1,3,0,1882,0,11,8,249,5,-1,0,4,1
776,39,2,1,0,2903,1,25,7,259,2,-1,0,1,1
777,53,1,1,0,0,0,22,8,77,9,-1,0,11,0
778,36,1,1,0,2394,0,14,8,184,2,-1,0,11,0
779,35,1,2,0,11,0,13,5,326,4,-1,0,8,1
780,29,3,3,0,15459,0,26,5,245,3,97,7,4,0
781,45,1,3,0,-459,0,21,8,508,6,-1,0,4,0
782,41,1,1,0,1066,0,11,2,109,3,-1,0,11,0
783,43,3,3,0,146,0,21,11,50,1,113,5,4,0
784,29,1,1,0,358,0,21,7,88,5,-1,0,8,0
785,37,1,3,0,4089,0,2,2,289,2,174,4,4,1
786,55,1,2,0,-966,1,14,5,104,1,-1,0,10,0
787,44,1,1,0,1989,1,20,4,106,2,-1,0,12,1
788,40,1,1,0,1819,0,5,6,398,2,-1,0,11,0
789,41,1,3,0,3016,0,14,7,80,3,-1,0,4,1
790,38,1,3,0,3436,0,21,11,663,4,-1,0,4,0
791,57,1,1,0,1469,0,17,11,364,1,-1,0,11,1
792,42,1,1,0,1048,0,6,2,23,2,-1,0,11,1
793,36,2,1,0,-11,0,5,6,152,2,-1,0,8,0
794,50,1,3,0,4012,0,19,11,690,3,-1,0,9,0
795,46,1,3,0,0,0,7,5,70,2,-1,0,4,0
796,34,3,3,0,1,0,19,11,582,1,-1,0,4,0
797,23,3,1,0,250,0,18,5,222,1,-1,0,12,1
798,55,2,2,0,410,1,11,7,221,2,-1,0,8,0
799,32,1,1,0,2400,1,5,2,450,3,-1,0,3,1
800,42,2,3,0,216,0,8,5,144,3,-1,0,9,1
801,46,2,1,0,-90,1,17,10,270,1,-1,0,11,0
802,25,3,1,0,368,0,25,7,168,1,-1,0,12,0
803,46,3,1,0,295,0,23,5,141,6,-1,0,4,1
804,49,2,1,0,265,0,12,5,274,6,-1,0,11,1
805,29,3,1,0,428,1,7,5,54,1,345,2,1,1
806,31,3,2,0,2488,0,20,4,14,1,-1,0,8,1
807,43,2,3,0,497,0,13,5,66,1,363,22,4,0
808,34,3,3,0,18,1,30,4,359,1,-1,0,1,1
809,57,1,2,0,282,1,7,7,261,12,-1,0,8,0
810,26,1,1,0,0,0,27,5,755,1,-1,0,1,0
811,58,1,1,0,3496,0,2,6,111,4,-1,0,1,1
812,26,1,1,0,128,0,4,7,355,1,-1,0,8,0
813,28,3,3,0,1027,0,14,5,433,1,-1,0,4,1
814,33,3,3,0,3143,0,29,6,421,2,-1,0,4,0
815,37,1,2,0,543,0,21,5,281,1,-1,0,8,1
816,29,1,3,0,751,0,23,5,121,2,-1,0,9,1
817,39,1,3,0,585,0,18,11,48,1,181,3,9,1
818,40,1,1,0,169,0,18,8,43,4,-1,0,11,1
819,48,1,3,0,0,0,26,8,176,15,-1,0,11,0
820,51,1,1,0,117,0,24,8,467,2,88,4,11,0
821,48,1,2,0,5462,0,6,6,29,4,-1,0,3,0
822,48,1,1,0,1355,0,4,7,134,2,-1,0,12,0
823,55,1,1,0,8104,0,6,2,213,2,-1,0,6,0
824,38,3,1,0,1146,0,21,5,91,2,-1,0,9,1
825,29,1,1,0,452,0,27,5,347,1,-1,0,6,1
826,55,1,2,0,298,0,8,5,144,3,-1,0,6,1
827,32,3,3,0,930,0,27,8,85,7,-1,0,11,0
828,43,2,2,0,49,0,9,5,100,1,-1,0,8,1
829,28,3,1,0,153,0,23,7,1124,2,-1,0,7,0
830,70,1,3,0,15834,0,5,4,172,3,186,1,10,0
831,34,1,1,0,3990,0,24,7,633,7,-1,0,8,1
832,41,2,1,0,52,0,20,8,261,2,-1,0,11,0
833,36,1,3,0,0,0,28,1,60,1,250,1,4,1
834,58,2,3,0,1533,0,15,5,137,2,-1,0,4,0
835,38,1,2,0,0,0,3,6,179,2,-1,0,8,1
836,58,1,3,0,883,0,18,8,543,1,78,2,11,0
837,54,1,1,0,386,0,2,8,155,2,-1,0,12,1
838,47,1,3,0,-50,1,7,7,175,1,-1,0,4,0
839,46,1,2,0,276,1,6,5,157,2,-1,0,1,1
840,54,1,1,0,812,0,31,7,113,6,-1,0,12,0
841,31,1,1,0,428,0,21,5,272,1,-1,0,12,1
842,44,3,3,0,1424,0,8,8,201,2,-1,0,4,1
843,38,1,2,0,1327,0,20,11,277,1,-1,0,8,1
844,33,3,1,0,4404,0,20,11,766,3,-1,0,8,1
845,43,2,1,0,0,0,31,7,106,4,-1,0,12,0
846,35,1,1,0,1949,0,2,6,200,3,-1,0,8,1
847,37,3,3,0,695,0,28,1,233,1,-1,0,4,0
848,41,1,1,0,920,1,27,5,239,1,-1,0,1,1
849,51,2,2,0,602,0,11,5,347,1,284,2,8,1
850,45,1,3,0,242,0,30,4,587,1,-1,0,4,0
851,28,3,3,0,0,0,21,7,479,1,-1,0,9,1
852,36,1,2,0,1925,0,20,4,904,2,-1,0,8,1
853,42,1,1,0,-246,0,7,5,149,1,-1,0,12,1
854,34,1,1,0,475,0,7,5,559,1,-1,0,1,1
855,51,1,1,0,463,0,13,5,213,5,-1,0,11,1
856,37,1,1,0,103,0,12,5,153,1,-1,0,8,1
857,46,1,2,0,143,0,7,5,279,1,-1,0,8,1
858,58,1,1,0,602,0,13,5,201,1,-1,0,8,1
859,27,1,2,0,0,0,23,7,435,3,-1,0,5,1
860,49,1,1,0,2718,0,19,5,114,2,-1,0,11,0
861,34,1,1,0,1641,0,17,4,380,1,-1,0,11,1
862,56,3,3,0,15311,0,29,4,157,6,-1,0,4,0
863,45,1,1,0,1343,1,8,7,220,1,-1,0,12,0
864,58,3,1,0,1640,1,4,2,72,6,274,4,10,0
865,34,1,3,0,417,0,18,11,138,1,-1,0,4,1
866,59,1,3,0,1585,0,28,8,91,5,-1,0,4,0
867,41,1,3,0,1666,0,9,6,291,3,-1,0,3,0
868,37,1,1,0,1328,0,13,5,121,2,341,4,12,1
869,43,1,3,0,422,0,12,8,110,1,-1,0,4,0
870,42,1,1,0,230,0,5,6,175,7,-1,0,8,1
871,45,1,2,0,58,0,13,5,119,3,371,3,6,1
872,43,1,2,0,7343,0,2,6,217,4,-1,0,8,1
873,64,1,3,0,679,0,22,4,135,3,-1,0,4,0
874,43,3,3,0,27733,0,3,6,164,7,-1,0,11,1
875,52,2,3,0,907,0,4,6,104,2,-1,0,4,1
876,44,1,2,0,2657,0,20,6,202,2,-1,0,8,1
877,34,1,1,0,584,0,18,7,154,2,-1,0,8,1
878,28,3,3,0,183,1,28,5,62,2,-1,0,11,1
879,57,1,1,0,-967,0,15,5,8,7,-1,0,1,1
880,42,2,3,0,364,0,18,11,52,1,-1,0,5,0
881,30,3,1,0,25,0,30,4,44,1,-1,0,7,0
882,37,1,3,0,0,0,16,7,268,2,182,3,4,0
883,31,3,1,0,4888,0,5,5,475,4,166,2,11,1
884,33,1,1,0,220,0,27,5,345,1,-1,0,1,1
885,50,1,3,0,433,0,18,5,47,4,-1,0,6,1
886,27,3,1,0,795,0,6,2,101,3,-1,0,12,0
887,42,3,1,0,382,0,13,5,294,1,-1,0,8,1
888,34,3,1,0,13683,0,3,6,115,3,-1,0,8,1
889,48,1,1,1,-20,0,20,8,142,2,-1,0,12,0
